c_ClaveProdServ	Descripción
55111505	Libros en cintas o en discos compactos
55111506	Revistas electrónicas
55111507	Periódicos electrónicos
55111508	Cartas de navegación o mapas o atlas electrónicos
55111509	Música de fondo
55111510	Películas de cine en celuloide
55111511	Películas de cine en video cinta
55111512	Música en cintas o discos compactos
55111513	Textos electrónicos educacionales o vocacionales
55111514	Películas de cine en discos de video digital dvd
55111515	Audio cinta de material educacional
55111600	Material de referencia de software electrónico
55111601	Documentación de software o manuales de usuario electrónicos
55121500	Rótulos
55121501	Etiquetas para el equipaje
55121502	Etiquetas de seguridad
55121503	Etiquetas de identificación
55121504	Etiquetas para llaves
55121505	Porta etiquetas o accesorios
55121506	Etiquetas de precio
55121507	Etiquetas de bolsas de té o café
55121600	Etiquetas
55121601	Kits para remover etiquetas
55121602	Etiquetas para ropa
55121604	Etiquetas para latas o botellas
55121605	Etiquetas de direcciones o de correo
55121606	Etiquetas auto adhesivas
55121607	Calcomanías
55121608	Etiquetas de códigos de barra
55121609	Etiquetas para paquetes
55121610	Etiquetas numeradas consecutivamente
55121611	Cintas para hacer etiquetas
55121612	Etiquetas para impresoras
55121613	Etiquetas de códigos de color
55121614	Etiquetas removibles
55121615	Puntos o flechas adhesivas
55121616	Banderas auto adhesivas
55121617	Protectores de etiquetas
55121618	Porta etiquetas
55121619	Etiquetas no adhesivas
55121620	Etiquetas multipropósito
55121621	Sellos notariales
55121622	Etiquetas criogénicas
55121700	Señalización
55121701	Placas con inscripción metálicas
55121702	Placas con inscripción no metálicas
55121703	Señales iluminadas
55121704	Señales de seguridad
55121705	Señales auto adhesivas
55121706	Pancartas
55121707	Señales magnéticas
55121708	Señales de neón
55121710	Signos de tráfico
55121712	Señales direccionales
55121713	Señales de punto de venta
55121714	Pendones
55121715	Banderas o accesorios
55121716	Señales de madera
55121717	Placas de identificación de máquinas
55121718	Señales informativas
55121719	Componentes de señalización
55121720	Emblemas
55121721	Caracteres de señalización
55121725	Kits de señalización
55121726	Paneles de identificación
55121728	Cubiertas de señales
55121729	Indicadores
55121730	Señales de accidente
55121731	Marcadores de identificación
55121732	Divisores de tamaño
55121733	Señales en blanco
55121734	Láminas de material para señales
55121735	Señales temporales
55121800	Documentos de identificación
55121801	Discos de impuestos de vehículos
55121802	Tarjetas o bandas de identificación o productos similares
55121803	Pasaportes
55121804	Gafetes o porta gafetes
55121806	Kits de bandas de identificación personal o accesorios
55121807	Porta productos de identificación o accesorios
55121808	Clip para gafete
55121900	Señalizaciones
55121901	Columnas de publicidad
55121902	Stands o puestos
55121903	Señales de mensajes portátiles
55121904	Carteleras
55121905	Astas o partes o accesorios
55121906	Stands para banderas
55121907	Tableros de avisos
55121908	Soportes o stands para señales
56101500	Muebles
56101501	Stands
56101502	Sofás
56101503	Armarios para abrigos
56101504	Asientos
56101505	Centros de entretenimiento
56101506	Futones
56101507	Bibliotecas
56101508	Colchones o sets para dormir
56101509	Vestidores o armarios
56101510	Divisiones
56101513	Cunas o accesorios
56101514	Taburetes
56101515	Camas
56101516	Cómodas
56101518	Estanterías de pared
56101519	Mesas
56101520	Casilleros (“lockers”)
56101521	Cabeceras o pies de cama
56101522	Sillas de brazos
56101523	Paragüeros o soportes para paraguas
56101524	Mesas de plancha
56101525	Forros para mesas de plancha
56101526	Bar refrigerador
56101527	Secadores de linos tipo hogar
56101528	Plantas artificiales
56101529	Revisteros
56101530	Gabinetes de almacenamiento
56101531	Zapateras
56101532	Set de muebles
56101533	Descansa brazos
56101535	Mesas de ruedas
56101536	Trípodes para instrumentos
56101537	Tocadores
56101538	Mesas o bufetes para el comedor
56101539	Armazones o partes o accesorios para camas
56101540	Solterones
56101541	Ventiladores de colchones
56101542	Asientos plegables
56101543	Mesa de comedor
56101544	Espejos
56101545	Espejos decorativos
56101600	Muebles para el exterior
56101601	Paraguas para jardín
56101602	Sillas para jardín
56101603	Mesas para jardín o mesas para picnic
56101604	Columpios para jardín
56101605	Bancos para jardín
56101606	Materas
56101607	Secadora de ropa para exteriores
56101608	Estantes para bicicletas
56101609	Macetas de arcilla
56101610	Soportes para macetas
56101700	Muebles de oficina
56101701	Cajoneras o estanterías
56101702	Gabinetes de archivo o accesorios
56101703	Escritorios
56101704	Bases para mesas
56101705	Vitrinas
56101706	Mesas de conferencia
56101707	Mesas de dibujo
56101708	Archivadores móviles
56101710	Carritos o soportes para proyectores
56101711	Conectores de muebles modulares
56101712	Pedestales
56101713	Puestos (mesas) laterales de escritorios
56101714	Estantes para carpetas de información
56101715	Organizadores o clasificadores de correspondencia
56101716	Gavetas organizadoras para el escritorio
56101717	Eleva mesas
56101718	Estantes para periódicos
56101719	Mesas auxiliares
56101800	Accesorios y muebles de bebé y niño
56101803	Coches de bebé
56101804	Cunas o corrales o accesorios
56101805	Asientos de bebé para el carro
56101806	Asientos de comer (para bebés) o accesorios
56101807	Asientos rebotadores para bebés
56101808	Columpios o rebotadores o accesorios
56101809	Micas o bacinillas
56101810	Bañeras o tinas para bebés
56101811	Cunas
56101812	Mesas para cambiar al bebé o accesorios
56101813	Asientos para el baño para bebés
56101900	Piezas de mobiliario y accesorios
56101901	Tapas de muebles o superficies de trabajo
56101902	Discos movibles para muebles
56101903	Protectores o almohadillas o copas para las patas de los muebles
56101904	Bases o patas o extensiones de patas para muebles
56101905	Ensamblajes o secciones de paneles
56101906	Tablas de extensión para mesas
56101907	Fundas para muebles
56111500	Sitios de trabajo y paquetes para la oficina
56111501	Paquetes de muebles de recepción para oficinas
56111502	Paquetes de muebles para ejecutivos no modulares
56111503	Paquetes de muebles para ejecutivos modulares
56111504	Paquetes de muebles de gerencia no modulares
56111505	Paquetes de muebles de gerencia modulares
56111506	Paquetes de muebles para personal no modulares
56111507	Paquetes de muebles para personal modulares
56111508	Paquetes de muebles para técnicos no modulares
56111509	Paquetes de muebles para técnicos modulares
56111510	Paquetes de muebles secretariales no modulares
56111511	Paquetes de muebles secretariales modulares
56111512	Paquetes de muebles para recepción no modulares
56111513	Paquetes de muebles de salas de juntas no modulares
56111514	Paquetes de muebles de mostrador modulares
56111600	Sistemas de paneles
56111601	Biombos (mamparas) para sistemas de paneles
56111602	Almacenamiento para sistemas de paneles
56111603	Organizadores para sistemas de paneles
56111604	Superficies de trabajo para sistemas de paneles
56111605	Iluminación o electricidad o componentes de información para sistemas de paneles
56111606	Partes o accesorios para sistemas de paneles
56111700	Casegood y sistemas no modulares
56111701	Escritorios no modulares
56111702	Cajoneras o estanterías no modulares
56111703	Almacenamiento no modular
56111704	Organizadores no modular
56111705	Iluminación o electricidad o componentes de información no modulares
56111706	Partes o accesorios no modulares
56111707	Repisas no modulares
56111800	Muebles independientes
56111801	Iluminación o electricidad o componentes de información de pie
56111802	Mesas individuales (sin apoyo)
56111803	Almacenamiento individual (sin apoyo)
56111804	Organizadores individual (sin apoyo)
56111805	Partes o accesorios individuales (sin apoyo)
56111806	Silla giratoria para peluquería
56111900	Muebles industriales
56111901	Iluminación o electricidad o componentes de información industriales
56111902	Superficies de trabajo industriales
56111903	Unidades de almacenamiento industriales
56111904	Organizadores industriales
56111905	Partes o accesorios industriales
56111906	Gabinetes o cajones o estantes industriales
56111907	Carritos de herramientas industriales
56112000	Muebles de apoyo de la computadora
56112001	Iluminación o electricidad o componentes de información de soporte para computadores
56112002	Superficies de trabajo de soporte para computadores
56112003	Accesorios de almacenamiento de soporte para computadores
56112004	Organizadores de soporte para computadores
56112005	Partes o accesorios de soporte para computadores
56112100	Asientos
56112101	Silletería para auditorios o estadios o uso especiales
56112102	Sillas para grupos de trabajo
56112103	Sillas para visitantes
56112104	Sillas para ejecutivos
56112105	Sillas para descansar
56112106	Sillas altas (taburetes)
56112107	Partes o accesorios para sillas
56112108	Combinación de asiento con escritorio
56112109	Bancos
56112110	Sillas para músicos
56112111	Sillas de seguridad para bebés
56112200	Sistemas de escritorios
56112201	Biombos (separadores) para escritorio
56112202	Componentes para almacenamiento de escritorio
56112203	Componentes organizadores par escritorio
56112204	Superficies de trabajo
56112205	Componentes de iluminación, electricidad o información
56112206	Partes y accesorios relacionados con sistemas de escritorio
56112300	Partes y accesorios para asientos de auditorios o estadios o de uso especial
56112301	Espaldares
56112302	Armazones para fijar asientos
56112303	Pivotes (ejes) para asientos
56112304	Cojín del asiento
56121000	Mobiliario de biblioteca
56121001	Carritos para libros
56121002	Escritorios o componentes de circulación para bibliotecarios
56121003	Muebles para devolver libros
56121004	Unidades de catálogo de tarjetas
56121005	Estanterías para diccionarios
56121006	Bancas tapizadas
56121007	Tablas de acceso público
56121008	Unidades para ojear libros
56121009	Mesas de lectura inclinadas
56121010	Kioscos de libros
56121011	Exhibidores de discos compactos o de audio casetes para bibliotecas
56121012	Stands de islas giratorias
56121014	Bolsas o estantes para bolsas
56121015	Estantes móviles para libros
56121100	Mobiliario de clase de arte
56121101	Caballetes
56121102	Mesas de dibujo para estudiantes
56121200	Mobiliario de sala de primeros auxilios
56121201	Camilla de primeros auxilios
56121300	Accesorios de instalaciones educativas generales
56121301	Escenarios pequeños (por ejemplo para un coro)
56121302	Carritos para mover mesas o asientos
56121303	Esteras de caucho para pisos
56121304	Mesas para planos
56121400	Mobiliario de cafetería y comedor
56121401	Mesas móviles para bancos
56121402	Mesas móviles para taburetes
56121403	Mesas móviles
56121500	Mobiliario general de aula
56121501	Mesas para actividades
56121502	Asientos para aulas de clase
56121503	Bancos para aulas de clase
56121504	Taburetes para aulas de clase
56121505	Mesas para aulas de clase
56121506	Pupitres
56121507	Bancas cubículo (pupitres con bloqueo visual para evitar distracciones)
56121508	Pupitres de computador para estudiantes
56121509	Mesas de computador para estudiantes
56121510	Pupitres de profesor
56121600	Mobiliario para el tiempo de descanso y ocio creativo para guardería infantil e instalaciones para niños
56121601	Sets de sala de tamaño de niños
56121602	Sofás de tamaño de niños
56121603	Sillones de tamaño de niños
56121604	Pufs de tamaño de niños
56121605	Biombos de poca altura o paneles para jugar
56121606	Esterillas de descanso para niños
56121607	Estantes o percheros para esterillas de descanso para niños
56121608	Catres para niños
56121609	Cargadores de catres para niños
56121610	Centros de actividades para catres para niños
56121611	Mesas para bebés
56121700	Módulos de almacenamiento general y de libros para las aulas
56121701	Unidades de almacenamiento general
56121702	Unidades de almacenamiento de libros
56121703	Cubos (modulares) para guardar juguetes
56121704	Gabinetes institucionales de almacenamiento
56121800	Mobiliario y accesorios de aulas vocacionales
56121801	Gabinetes para almacenamiento de herramientas de educación técnico o gabinetes con herramientas
56121802	Gabinetes para almacenamiento de herramientas de taller general o gabinetes con herramientas
56121803	Gabinetes para almacenamiento de herramientas para trabajar en madera o gabinetes con herramientas
56121804	Escritorio técnico para instructores
56121805	Archivos planos
56121900	Mobiliario de demostración
56121901	Mesas de demostración de máquinas de coser
56121902	Stands exhibidores
56121903	Gabinete de preservación de reliquias
56122000	Muebles de laboratorio
56122001	Bancas de laboratorio
56122002	Unidades o accesorios de almacenamiento para laboratorios
56122003	Puestos de trabajo para laboratorios
56122004	Unidades de bases para lavamanos
56131500	Maniquíes y formas
56131501	Formas de busto
56131502	Formas de cabezas
56131503	Formas de cuello
56131504	Formas de cuerpo completo o maniquíes
56131600	Exhibidores y accesorios auto soportados para mercancías
56131601	Stands de piso
56131602	Postes de exhibición individuales
56131603	Mostradores de venta
56131604	Componentes de centros de pinturas de colores
56131605	Tablas de madera para exhibir productos de pintura
56131606	Abanico para exhibir muestras de pintura
56131607	Selección de inspiración de color
56131700	Aparatos, estantes, sistemas y accesorios para instalación de mercancías
56131701	Barras para colgar artículos
56131702	Canastas para mercancías
56131703	Ganchos o cascadas exhibidoras
56141500	Adornos cerámicos para el hogar
56141501	Tazones de cerámica
56141502	Platos grandes o pequeños de cerámica
56141503	Vasos de cerámica
56141504	Estatuillas o figuras de cerámica
56141600	Adornos de vidrio para el hogar
56141601	Tazones de vidrio
56141602	Vasos de vidrio
56141603	Platos grandes o pequeños de vidrio
56141604	Estatuillas o figuras de vidrio
60101000	Kits de matemáticas
60101001	Kits de matemáticas para sumar
60101002	Kits de matemáticas para dividir
60101003	Kits de matemáticas de fracciones
60101004	Kits de matemáticas para bachillerato básico
60101005	Kits de matemáticas para la primera infancia
60101006	Kits de matemáticas para mediciones
60101007	Kits de matemáticas para multiplicar
60101008	Kits de matemáticas para primaria
60101009	Kits de matemáticas para restar
60101010	Kits de matemáticas para bachillerato
60101100	Materiales electrónicos de aprendizaje
60101101	Lectores electrónicos de tarjetas
60101102	Materiales de aprendizaje electrónico basados en el plan de estudios
60101103	Globos terráqueos electrónicos
60101104	Máquinas electrónicas de pruebas
60101200	Incentivos educativos
60101201	Adhesivos de seguimiento basados en la biblia
60101202	Tablas de incentivo basados en la biblia
60101203	Adhesivos para pegar en las tablas de incentivo
60101204	Tablas de incentivo
60101205	Tarjetas perforadas de incentivo
60101300	Adhesivos educativos y suministros
60101301	Adhesivos basados en la biblia
60101302	Adhesivos gigantes
60101304	Adhesivos de fotos
60101305	Adhesivos de recompensa
60101306	Adhesivos perfumados
60101307	Adhesivos de formas
60101308	Adhesivos brillantes
60101309	Adhesivos de recompensa con forma de estrella
60101310	Surtidos de adhesivos
60101311	Libros de adhesivos
60101312	Cajas de adhesivos
60101313	Calcomanías para tatuaje
60101314	Tarjetas didácticas de sumas
60101315	Tarjetas didácticas de cultura general
60101316	Tarjetas didácticas en blanco
60101317	Tarjetas didácticas de divisiones
60101318	Tarjetas didácticas electrónicas
60101319	Tarjetas didácticas de equivalencias
60101320	Tarjetas didácticas de fracciones
60101321	Tarjetas didácticas de mayor que o menor que
60101322	Tarjetas didácticas de multiplicaciones
60101323	Tarjetas didácticas de restas
60101324	Tarjetas didácticas del alfabeto
60101325	Tarjetas didácticas de construcción de palabras
60101326	Tarjetas didácticas de fonética
60101327	Tarjetas didácticas de escritura o escritura a mano
60101328	Tarjetas didácticas de los números
60101329	Tarjetas didácticas del dinero
60101330	Tarjetas didácticas de la hora
60101331	Tarjetas de los estados (departamentos)
60101400	Premios de la clase
60101401	Insignias
60101402	Botones de premio
60101403	Coronas de celebración
60101404	Joyas de recompense
60101405	Cintas o escarapelas para el salón de clases
60101600	Diplomas o certificados educativos
60101601	Certificados basados en la biblia
60101602	Certificados en blanco
60101603	Marcos para certificados
60101604	Soportes para certificados
60101605	Cintas para certificados
60101606	Diplomas
60101607	Certificados de idioma extranjero
60101608	Certificados de buena actitud
60101609	Certificados específicos de grado
60101610	Certificados específicos de asignatura
60101700	Materiales de recursos del profesor
60101701	Libros de recursos para la evaluación
60101702	Calendarios o recortables
60101703	Materiales pedagógicos para la formación del carácter
60101704	Libros de actividades en clase
60101705	Materiales pedagógicos para el pensamiento crítico
60101706	Guías para planes de estudios integrados
60101707	Guías para el plan de estudios
60101708	Gráficos de tela
60101709	Materiales para flanelógrafos
60101710	Regalos del educador
60101711	Sellos para calificar
60101712	Pases (permisos) para salir al pasillo
60101713	Materiales pedagógicos para la educación en el hogar
60101714	Recursos para tareas en casa
60101715	Libros de ideas
60101716	Materiales para tableros magnéticos
60101717	Placas o etiquetas de identificación
60101718	Libros de planificación del profesor
60101719	Cartelera con bolsillos
60101720	Postales de comunicación del profesor
60101721	Libros de recursos profesionales para el profesor
60101722	Libros de calificaciones de la clase del profesor
60101723	Diagramas de asientos de los estudiantes en el salón de clases
60101724	Carpetas o formularios del profesor suplente
60101725	Libros de actividades o recursos tecnológicos
60101726	Guías de referencia sobre tecnología
60101727	Materiales pedagógicos  para hacer exámenes
60101728	Materiales de pedagógicos para unidades temáticas
60101729	Kits de enseñanza para bachillerato básico
60101730	Manuales de laboratorio
60101731	Rollos o tiras de frases
60101732	Punteros
60101800	Recursos educativos de las clases religiosas
60101801	Guías de referencia bíblica
60101802	Obras de teatro basadas en la biblia
60101803	Libros de actividades o recursos basados en la biblia
60101804	Libros de recursos para actividades en la escuela dominical
60101805	Recursos para escuelas bíblicas de vacaciones
60101806	Emblemas o símbolos sagrados
60101807	Rosarios
60101808	Ruedas de oración
60101809	Suministros o kits de productos religiosos
60101810	Patenas
60101811	Vestimentas
60101900	Recursos y materiales de destreza alfabética
60101901	Libros de actividades del alfabeto
60101902	Cubos con el alfabeto
60101903	Cintas adhesivas de escritorio con el alfabeto
60101904	Kits del alfabeto
60101905	Fichas con letras del alfabeto
60101906	Postales con el alfabeto
60101907	Guías de referencia del alfabeto
60101908	Libros de recursos del alfabeto
60101909	Sellos del alfabeto
60101910	Tarjetas del alfabeto para murales
60101911	Alfabetos táctiles
60102000	Materiales de recursos de creación de palabras y accesorios
60102001	Espejos para uso logopédico
60102002	Materiales pedagógicos para ortografía
60102003	Libros de actividades para construcción de palabras
60102004	Kits para construcción de palabras
60102005	Libros de recursos para construcción de palabras
60102006	Fichas para construcción de palabras
60102007	Murales de palabras
60102100	Materiales de recursos de lenguaje
60102101	Libros de recursos de adjetivos
60102102	Libros de recursos de adverbios
60102103	Libros de recursos de gramática
60102104	Libros de recursos de sustantivos
60102105	Libros de recursos de puntuación
60102106	Libros de recursos de verbos
60102200	Materiales de recursos de fonética y accesorios
60102201	Libros de actividades de fonética
60102202	Tarjetas de ejercicios fonéticos de repetición
60102203	Kit de fonética
60102204	Tarjetas de imágenes de fonética
60102205	Libros de recursos de fonética
60102206	Fichas de fonética
60102300	Libros de lectura y recursos
60102301	Libros de actividades de lectura
60102302	Libros de lectura para principiantes
60102303	Libros de literatura infantil basados en la biblia
60102304	Libros de literatura infantil
60102305	Habilidades para la lectura crítica
60102306	Flanelógrafos
60102307	Libros de recursos de poesía
60102308	Materiales de comprensión de lectura
60102309	Kits o materiales de desarrollo de la lectura
60102310	Libros de recursos de lectura
60102311	Unidades temáticas de lectura
60102312	Libros de recursos o actividades de vocabulario.
60102400	Recursos de cuenta y temprano aprendizaje de matemáticas y accesorios
60102401	Abacos
60102402	Libros de recursos o actividades para trabajar con material didáctico manipulable de matemáticas temprana
60102403	Tarjetas de actividades para trabajar material didáctico manipulable de matemáticas temprana
60102404	Cuentas o sets de actividades con cuentas para matemáticas temprana
60102405	Contadores o sets de actividades con contadores para matemáticas temprana
60102406	Bandejas o boles para contar o clasificar para matemáticas tempranas
60102407	Cordones o sets de cordones para matemáticas temprana
60102408	Material didáctico manipulable de vinculación o sets de actividades de vinculación para matemáticas temprana
60102409	Fichas para juegos de matemáticas
60102410	Tarjetas con números
60102411	Modelos con formas de números o accesorios
60102412	Tableros perforados para matemáticas básicas
60102413	Ganchos para tablero perforado para  matemáticas temprana
60102414	Material didácticos manipulativos de clasificación o sets de actividades de clasificación para matemáticas temprana
60102500	Recursos y materiales de numeración y operaciones matemáticas básicas
60102501	Libros de recursos o de actividades de la suma
60102502	Modelos de las operaciones básicas
60102503	Guías de referencia de las operaciones básicas
60102504	Libros de recursos o actividades de la división
60102505	Libros de recursos o actividades de la multiplicación
60102506	Libros de recursos o actividades de la resta
60102507	Cintas adhesivas de escritorio con los números
60102508	Tableros o gráficas del uno al cien
60102509	Fichas con números del uno al cien
60102510	Kits de números
60102511	Rectas numéricas
60102512	libros de recursos o actividades de numeración
60102513	Dominós
60102600	Materiales de recursos del profesor de resolución de problemas, datos, posibilidades y probabilidades
60102601	Fichas o contadores de dos caras
60102602	Pirinolas
60102603	Juegos de dados
60102604	Libros de recursos o actividades de probabilidades
60102605	Libros de recursos o actividades de lógica
60102606	Bloques de atributos
60102607	Tarjetas de actividades de bloques de atributos
60102608	Libros de recursos o actividades de atributos
60102609	Esterilla de representación gráfica
60102610	Libros de recursos o actividades de representación gráfica
60102611	Juegos de lógica
60102612	Kits o sets de atributos
60102613	Libros de recursos o actividades de resolución de problemas
60102614	Tarjetas de actividades de resolución de problemas
60102700	Materiales de recursos del profesor de pensamiento lógico, percepción espacial, identificación de coincidencias y patrones
60102701	Libros de recursos o actividades de bloques geométricos o de bloques para patrones
60102702	Bloques para patrones
60102703	Tarjetas de patrones o actividades de bloques para patrones
60102704	Sets de actividades o juegos de bloques para patrones
60102705	Adhesivos de bloques para patrones
60102706	Espejo de bloques para patrones
60102707	Afiches o tablas de bloques para patrones
60102708	Bloques lógicos
60102709	Tarjetas de patrones o actividades de bloques lógicos
60102710	Sets de actividades de bloques lógicos
60102711	Libros de recursos o actividades del tangram
60102712	Tarjetas de patrones o actividades del tangram
60102713	Sets de actividades de rompecabezas tangram
60102714	Rompecabezas tangram
60102715	Libros de recursos y actividades de pentominós
60102717	Pentominós
60102718	Sets de actividades de pentominós
60102800	Materiales de recursos del profesor de valor de posición y base diez
60102801	Bloques de base diez
60102802	Libros de recursos o actividades de base diez o valor posicional
60102803	Tarjetas de actividades de  base diez o valor posicional
60102804	Sellos de caucho de base diez
60102805	Cuadrículas de valor posicional
60102806	Sets de actividades o juegos de valor posicional
60102807	Modelos o accesorios de valor posicional
60102900	Materiales de recursos del profesor del dinero y la hora
60102901	Libros de recursos o actividades sobre el dinero
60102902	Billetes de juego para la clase
60102903	Monedas de juego para la clase
60102904	Cubos o dados de monedas
60102905	Dinero magnético
60102906	Filminas de billetes
60102907	Filminas de monedas
60102908	Rompecabezas del dinero
60102909	Sellos de caucho del dinero
60102910	Alcancía de monedas
60102911	Kits o juegos del dinero
60102912	Cajas registradoras de juguete
60102913	Guías de referencia del dinero
60102914	Libros de recursos o actividades de la hora
60102915	Sellos de caucho de la hora
60102916	Kits de la hora
60102917	Guías de referencia de la hora
60103000	Fracciones, pentominós y materiales de enseñanza de decimales
60103001	Círculos o cuadrados de fracciones
60103002	Cuadrados de decimales
60103003	Libros de actividades de fracciones
60103004	Barras de fracciones
60103005	Gráficos de fracciones
60103006	Dados de fracciones
60103007	Juegos de fracciones
60103008	Kits de fracciones
60103009	Fichas con fracciones
60103010	Discos con fracciones
60103012	Libro de actividades de pentominós
60103013	Tarjetas de patrones de pentominós
60103100	Materiales de recursos del profesor de geometría
60103101	Libros de recursos o  actividades de geometría
60103102	Afiches o cuadros de geometría
60103103	Tableros geométricos
60103104	Sets de construcción de formas geométricas
60103105	Tableros geométricos de doble cara
60103106	Kits de actividades o juegos para tableros geométricos
60103107	Bandas elásticas para tableros geométricos
60103108	Tarjetas de actividades de tableros geométricos
60103109	Instrumentos de dibujo geométrico para la pizarra
60103110	Guías de referencia de geometría
60103111	Espejo geométrico
60103112	Modelos geométricos sólidos
60103200	Materiales de recursos del profesor de álgebra
60103201	Libros de recursos o de actividades de álgebra
60103202	Cubos de centímetro
60103203	Guías de referencia de preálgebra o álgebra
60103204	Modelos o accesorios de álgebra
60103300	Materiales de recursos del profesor de precálculo y cálculo
60103301	Libros de recursos o actividades de cálculo
60103302	Guías de referencia de precálculo o cálculo
60103303	Libros de recursos o actividades de precálculo
60103400	Recursos de habilidad de lectura de mapas y geografía y accesorios
60103401	Afiches o carteles de geografía
60103402	Libros de recursos o actividades de los continentes
60103403	Materiales de aprendizaje electrónico de ciencias sociales
60103404	Guías de referencia de geografía
60103405	Estantes para mapas
60103406	Kits de plantillas de mapas
60103407	Mapas murales portátiles
60103408	Libros de recursos o actividades de geografía
60103409	Medidores de mapas
60103410	Material didáctico para la enseñanza de mapas
60103500	Ciencias políticas
60103501	Libros de recursos o actividades de economía
60103502	Libros de recursos o actividades del gobierno
60103503	Guías de referencia del gobierno
60103504	Unidades temáticas de los estados
60103600	Recursos y actividades multiculturales
60103601	Recursos de civilizaciones de la antigüedad
60103602	Recursos de tradiciones, rituales o costumbres
60103603	Recursos de diversidad étnica
60103604	Recursos de genealogía
60103605	Recursos para festivos multiculturales
60103606	Unidades temáticas multiculturales
60103700	Recursos de lenguas extranjeras
60103701	Recursos para aprender a hablar español
60103702	Recursos para aprender a hablar francés
60103703	Recursos para aprender a hablar alemán
60103704	Recursos para aprender a hablar inglés
60103705	Recursos para aprender a hablar latín
60103706	Recursos para aprender a hablar italiano
60103800	Recursos de enseñanza de historia
60103801	Libros de recursos de historia africana
60103802	Afiches o cuadros de historia
60103803	Libros de recursos de historia europea
60103804	Mapas históricos
60103805	Unidades temáticas de historia
60103806	Tarjetas de fotos de historia
60103807	Libros de recursos de historia
60103808	Recursos de historia de la mujer
60103809	Recursos de historia mundial
60103900	Organismos vivos, especímenes conservados y materiales relacionados
60103903	Modelos de anfibios
60103904	Cultivos de hongos
60103905	Kits o materiales de cultivos
60103906	Cultivos de protozoos
60103907	Plantas de acuario
60103908	Plantas de terrario
60103909	Invertebrados vivos
60103911	Vertebrados vivos
60103915	Kits o materiales de disección
60103916	Embriones conservados
60103918	Biosferas
60103919	Kits o materiales para experimentos de biología
60103920	Kits o materiales para tinción
60103921	Especímenes de ciclo vital preservado
60103922	Guías de referencia de biología
60103923	Espécimen de esqueleto o hueso o concha
60103924	Libros de recursos o actividades de biología
60103925	Kits de estudio o actividades de biología
60103926	Afiches o cuadros de biología
60103927	Especímenes preservados de cuerpos u órganos de plantas
60103928	Tarjetas de fotos o actividades de biología
60103929	Especímenes del ciclo vital de plantas
60103930	Combinación de especímenes y organismos
60103931	Especímenes del cuerpo animal, partes u órganos
60103932	Exhibiciones de ecosistemas
60103933	Especímenes del cuerpo humano, partes u órganos
60103934	Cultivos de tejidos
60103936	Sets o diagramas de anatomía
60104000	Biotecnología, bioquímica, genética, microbiología y materiales relacionados
60104001	Modelos de ácido desoxirribonucleico (adn)
60104002	Kits de experimentos de ácido desoxirribonucleico (adn)
60104003	Libros de genética
60104004	Kits de genética
60104005	Kits de enseñanza de bacterias
60104006	Materiales de prueba de bacterias
60104007	Kits o materiales de enzimología
60104008	Kits o materiales de prueba de proteínas
60104100	Sistemas del cuerpo y materiales relacionados
60104101	Modelos del cuerpo humano, partes u órganos
60104102	Modelos de células
60104103	Kits de enseñanza de células
60104104	Kits de enseñanza de los sistemas del cuerpo
60104105	Materiales de enseñanza de los sistemas del cuerpo
60104106	Modelos del cuerpo de plantas, partes u órganos
60104107	Modelos del cuerpo de animales, partes u órganos
60104200	Pruebas del agua, conservación y ecología
60104201	Productos químicos de prueba del agua
60104202	Kits de muestreo y pruebas del agua
60104203	Modelos del agua
60104204	Materiales de ecología acuática
60104300	Astronomía
60104301	Modelos de astronomía
60104302	Diagramas de astronomía
60104303	Kits de estudio de astronomía
60104304	Compás solar
60104305	Simulador solar
60104306	Planetario
60104307	Modelo planetario
60104308	Globo celeste
60104309	Carta celeste manual
60104400	Geología y ciencias de la tierra
60104401	Sets de especímenes de roca
60104402	Especímenes de roca
60104403	Fósiles
60104404	Modelos de accidentes geográficos
60104405	Modelos de fósiles
60104406	Herramientas para geología de campo
60104407	Mesas de simulación de corrientes de agua
60104408	Kits de estudio de geología
60104409	Aparato para la formación de nubes
60104410	Aparato para observación lunar
60104411	Simulador del tiempo atmosférico
60104412	Aparato de acumulación de tierra
60104413	Aparato para la fuerza de coriolis
60104414	Globo terrestre
60104415	Modelo mineral
60104416	Cilindro rotatorio
60104500	Química, electroquímica y microquímica
60104501	Afiches o cuadros de la tabla periódica
60104502	Kits de análisis del consumidor
60104503	Kits para clase de química
60104504	Kits de demostración de química
60104505	Modelos atómicos
60104506	Modelos moleculares
60104507	Herramientas para demostración electroquímica
60104508	Kits de electroquímica
60104509	Pilas de combustible
60104511	Instrumentos de microquímica
60104512	Aparato para la gota de aceite de millikan
60104600	Materiales de física mecánica
60104601	Mesas de fuerzas
60104602	Modelos de gravedad o sets de modelos
60104604	Planos inclinados
60104605	Aparato de fricción
60104606	Carros de física
60104607	Equipo de péndulo
60104608	Equipo de torque
60104609	Aparato de movimiento de proyectiles
60104610	Mesas de aire
60104611	Equipos de aire
60104612	Aparato para luz o foto
60104613	Hemisferio de magdeburgo
60104614	Aparato del anillo de newton
60104615	Pista de aire
60104616	Aparato de fuerza centrípeta
60104617	Aparato del modulo elástico de tensión
60104618	Demostrador newtoniano
60104619	Temporizador de registros
60104700	Materiales de física de energía y electricidad
